transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T105805,2023-05-04T21:27:51.166701,ACC707747,ACC308022,11.44,transfer,other,Singapore,mobile,FALSE,,,-0.55,5,0.52,ACH,150.24.137.148,D8209161
T105806,2023-11-16T17:02:09.382054,ACC457948,ACC697028,16.26,transfer,utilities,Dubai,pos,FALSE,,,0.3,20,0.72,ACH,183.206.54.77,D3026828
T105807,2023-11-28T15:59:31.018973,ACC450635,ACC602490,2114.56,deposit,entertainment,Dubai,pos,FALSE,,,-0.2,16,0.06,card,114.215.120.177,D4758822
T105808,2023-01-12T07:14:51.404055,ACC774128,ACC552941,53.94,transfer,entertainment,Tokyo,pos,FALSE,,,-1.04,11,0.23,ACH,138.86.255.37,D7382759
T105809,2023-07-22T16:04:56.002158,ACC166369,ACC341571,301.77,withdrawal,restaurant,London,pos,FALSE,,,-0.4,7,0.79,UPI,135.117.146.62,D4245945
T105810,2023-04-20T07:33:58.323879,ACC979458,ACC966724,1551.24,deposit,travel,Singapore,pos,FALSE,,,-0.3,7,0.22,wire_transfer,145.243.142.163,D7085994
T105811,2023-10-10T13:25:38.361413,ACC712064,ACC487736,366.37,withdrawal,other,Dubai,mobile,FALSE,,,-0.63,18,0,ACH,31.191.209.121,D5327883
T105812,2023-06-16T01:56:16.831106,ACC926350,ACC830380,378.32,withdrawal,entertainment,Tokyo,atm,FALSE,,,-0.83,12,0.32,UPI,158.55.161.248,D1474979
T105813,2023-10-14T15:40:02.094861,ACC944256,ACC154739,44.49,payment,retail,Dubai,pos,FALSE,,,-0.21,9,0.71,ACH,116.65.98.44,D3252072
T105814,2023-01-04T10:10:41.409039,ACC154332,ACC414281,32.97,payment,grocery,New York,atm,FALSE,,,-1.51,7,1,card,135.252.136.250,D9137609
T105815,2023-07-27T07:31:08.706061,ACC257847,ACC540846,60.31,payment,entertainment,Sydney,atm,FALSE,,,-1.41,3,0.68,ACH,17.59.226.56,D5529667
T105816,2023-06-26T20:58:39.709781,ACC136154,ACC347447,385.8,withdrawal,restaurant,Sydney,web,FALSE,,,0.3,5,0.62,wire_transfer,250.238.166.27,D8323719
T105817,2023-03-15T01:29:33.165009,ACC602546,ACC787161,305.51,withdrawal,entertainment,Toronto,atm,FALSE,,,0.98,19,0.95,wire_transfer,131.56.157.184,D9503438
T105818,2023-10-01T14:34:20.321401,ACC518438,ACC267669,345.55,withdrawal,travel,Berlin,pos,FALSE,,,-0.7,4,0.82,UPI,137.192.225.36,D9352439
T105819,2023-08-28T06:11:20.336173,ACC558127,ACC412853,25.73,transfer,entertainment,Singapore,web,FALSE,,,0.26,5,0.63,wire_transfer,7.34.115.106,D5915230
T105820,2023-09-17T14:08:26.395786,ACC860012,ACC503580,18.62,transfer,online,Sydney,atm,FALSE,,,-0.01,10,0.03,wire_transfer,229.231.212.234,D7271832
T105821,2023-02-20T16:12:44.533545,ACC105571,ACC344956,4.03,transfer,grocery,London,mobile,FALSE,,,0.33,5,0.61,wire_transfer,82.206.149.157,D1844222
T105822,2023-07-23T14:07:46.334206,ACC200222,ACC119069,90.07,payment,other,Tokyo,atm,FALSE,,,-0.09,9,0.43,card,254.226.150.226,D8244114
T105823,2023-07-02T15:15:04.285586,ACC692181,ACC352872,123.69,withdrawal,online,Berlin,web,FALSE,,,-0.16,7,0.99,UPI,57.80.81.120,D9541973
T105824,2023-01-03T22:50:14.358693,ACC388299,ACC215437,140.78,payment,utilities,Singapore,pos,FALSE,,,1.06,6,0.58,UPI,201.254.168.136,D4671157
T105825,2023-02-15T19:32:54.861746,ACC615842,ACC839247,24.86,transfer,utilities,Dubai,web,FALSE,,,0.03,4,0.84,UPI,61.251.89.74,D3509729
T105826,2023-12-28T14:17:51.459658,ACC120462,ACC416127,24.36,payment,other,Tokyo,atm,FALSE,,,-1.27,8,0.53,ACH,54.152.205.90,D5006180
T105827,2023-08-18T05:28:02.875268,ACC109931,ACC786285,404.04,withdrawal,travel,Dubai,atm,FALSE,,,0.13,14,0.96,UPI,230.51.127.141,D3514191
T105828,2023-08-10T06:18:52.228271,ACC536519,ACC232214,36.03,transfer,entertainment,Tokyo,web,FALSE,,,0.09,15,0.76,wire_transfer,39.163.65.106,D6821042
T105829,2023-09-23T19:35:43.974202,ACC174147,ACC398570,1100.66,deposit,retail,Tokyo,mobile,FALSE,,,0.59,10,0.77,wire_transfer,171.66.253.34,D5709643
T105830,2023-01-06T00:49:13.518502,ACC868549,ACC681356,74.19,payment,retail,Toronto,pos,FALSE,,,-0.84,1,0.31,ACH,186.92.191.76,D7869267
T105831,2023-04-25T19:12:53.765082,ACC158693,ACC522981,26.53,payment,entertainment,Dubai,web,FALSE,,,-0.01,10,0.7,ACH,4.221.210.123,D1001662
T105832,2023-07-30T12:59:55.377131,ACC520128,ACC984713,449.68,payment,restaurant,Toronto,mobile,FALSE,,,-2.2,13,0.66,ACH,155.248.58.116,D4904056
T105833,2023-08-12T17:33:37.569871,ACC602282,ACC414995,3.36,payment,entertainment,Dubai,mobile,FALSE,,,0.83,2,0.88,card,2.213.109.187,D9401518
T105834,2023-09-10T19:30:54.681008,ACC503315,ACC515014,790.95,withdrawal,travel,Dubai,mobile,FALSE,,,1.1,12,0.85,UPI,127.250.215.226,D1562913
T105835,2023-09-10T17:14:58.983308,ACC435613,ACC220065,1197.09,deposit,online,London,web,FALSE,,,-0.94,5,1,wire_transfer,206.31.160.229,D4749924
T105836,2023-04-10T17:38:03.505931,ACC230641,ACC827793,465.3,withdrawal,travel,Sydney,atm,FALSE,,,-0.24,19,0.88,card,205.23.176.215,D1548440
T105837,2023-06-25T14:46:33.636465,ACC560691,ACC187782,2088.94,deposit,entertainment,Sydney,web,FALSE,,,1.84,11,0.81,card,62.92.191.120,D3723122
T105838,2023-02-20T16:45:18.090655,ACC770249,ACC218732,39.47,transfer,travel,Singapore,web,FALSE,,,0.01,10,0.65,UPI,94.58.147.11,D3624218
T105839,2023-01-16T09:05:16.709170,ACC167142,ACC833061,1458.73,deposit,entertainment,Berlin,atm,FALSE,,,-0.47,7,0.69,UPI,190.162.226.252,D6271636
T105840,2023-04-06T17:06:34.242709,ACC575693,ACC288182,46.21,transfer,grocery,London,web,FALSE,,,-0.09,3,0.95,wire_transfer,60.202.225.97,D7636483
T105841,2023-05-27T13:34:38.910791,ACC103707,ACC879979,544.62,deposit,retail,Sydney,web,FALSE,,,-0.44,11,0.18,UPI,146.43.220.14,D6314222
T105842,2023-03-15T12:53:01.090775,ACC147538,ACC752860,1151.37,deposit,restaurant,Sydney,mobile,FALSE,,,-1.42,19,0.86,ACH,214.162.211.175,D7871975
T105843,2023-05-25T22:39:27.924335,ACC307887,ACC147307,962.46,deposit,entertainment,Toronto,atm,FALSE,,,0.88,15,0.21,ACH,200.229.214.236,D6263117
T105844,2023-12-30T13:52:34.432249,ACC810271,ACC846044,31.03,transfer,online,Sydney,pos,FALSE,,,-0.32,11,0.71,card,36.16.137.89,D9458531
T105845,2023-01-21T06:15:47.810314,ACC578361,ACC884574,15.1,transfer,restaurant,Sydney,pos,FALSE,,,-0.95,13,0.18,UPI,150.245.102.2,D2757286
T105846,2023-03-09T12:57:15.099666,ACC967303,ACC843710,13.65,transfer,online,Dubai,web,FALSE,,,-1.21,12,0.21,UPI,199.10.209.143,D7595669
T105847,2023-08-25T18:26:57.431567,ACC914565,ACC692681,110.39,payment,online,Toronto,pos,FALSE,,,-0.59,18,0.11,card,86.179.61.42,D4664618
T105848,2023-03-25T20:44:41.934694,ACC714960,ACC623653,73.13,payment,entertainment,Singapore,mobile,FALSE,,,2.34,18,0.31,wire_transfer,203.36.186.247,D4204283
T105849,2023-10-26T22:26:16.904448,ACC476381,ACC532962,1328.87,deposit,retail,Dubai,web,FALSE,,,1.06,13,0.01,ACH,201.162.57.55,D8179382
T105850,2023-07-04T02:30:31.936646,ACC856300,ACC331554,1352.06,deposit,grocery,London,web,FALSE,,,-0.97,5,0.43,UPI,79.218.134.30,D5428434
T105851,2023-01-16T20:26:11.441691,ACC674412,ACC275908,422.63,deposit,online,Berlin,web,FALSE,,,1.06,11,0.66,card,210.247.87.213,D5559403
T105852,2023-11-23T03:31:35.552161,ACC814189,ACC569632,696.19,deposit,entertainment,London,mobile,FALSE,,,1.37,17,0.46,ACH,60.81.230.13,D9762203
T105853,2023-03-27T19:51:03.441575,ACC855178,ACC216122,25.31,transfer,utilities,Sydney,pos,FALSE,,,-0.29,7,0.31,card,18.99.239.181,D8660127
T105854,2023-08-19T16:34:18.467504,ACC852270,ACC401658,22.57,transfer,restaurant,Tokyo,web,FALSE,,,0.33,11,0.01,wire_transfer,20.237.142.142,D2638471
T105855,2023-04-15T08:57:55.244479,ACC338332,ACC757955,34.46,transfer,other,London,mobile,FALSE,,,-1.01,15,0.83,wire_transfer,61.228.106.90,D2425513
T105856,2023-08-25T21:26:43.376922,ACC415499,ACC143771,403.81,payment,grocery,London,web,FALSE,,,1.03,20,0.01,UPI,172.74.208.49,D5811234
T105857,2023-07-20T20:26:56.069295,ACC179765,ACC111751,12.63,payment,restaurant,Dubai,web,FALSE,,,0.9,3,0.3,wire_transfer,177.94.201.201,D4988500
T105858,2023-01-29T02:39:15.611568,ACC588142,ACC830398,209.59,deposit,travel,Berlin,mobile,FALSE,,,0.31,14,0.51,UPI,129.82.110.56,D8314090
T105859,2023-06-06T05:19:10.646863,ACC144968,ACC148496,23.98,transfer,other,Sydney,atm,FALSE,,,0.3,8,0.1,wire_transfer,14.79.2.105,D7745540
T105860,2023-05-25T01:08:11.895916,ACC106244,ACC942319,70.47,payment,grocery,London,web,FALSE,,,2.32,8,0.12,UPI,246.224.35.38,D2763574
T105861,2023-10-31T20:41:26.623347,ACC961789,ACC559945,18.17,transfer,entertainment,London,mobile,FALSE,,,-2.51,6,0.41,UPI,65.196.75.144,D1340266
T105862,2023-07-03T11:49:46.604545,ACC978717,ACC277382,3.75,payment,retail,Tokyo,pos,FALSE,,,-0.38,18,0.8,ACH,254.71.156.162,D9450496
T105863,2023-01-22T01:29:50.271502,ACC899529,ACC478892,336.89,withdrawal,retail,Tokyo,mobile,FALSE,,,1.33,7,0.06,ACH,173.154.60.118,D4369233
T105864,2023-07-07T04:10:47.461982,ACC324586,ACC581397,30.62,payment,retail,Berlin,atm,FALSE,,,1.29,12,0.88,wire_transfer,254.164.57.133,D1221970
T105865,2023-11-06T13:14:42.734999,ACC418438,ACC909448,38.47,transfer,utilities,Singapore,pos,FALSE,,,-1.82,2,0.89,card,242.234.122.109,D1098541
T105866,2023-05-23T00:41:02.785869,ACC460924,ACC540848,169.03,withdrawal,travel,Tokyo,pos,FALSE,,,0.16,10,0.02,card,79.137.232.101,D6820145
T105867,2023-06-18T11:32:33.136539,ACC946592,ACC991778,1173.58,deposit,other,London,mobile,FALSE,,,0.39,19,0.86,UPI,231.142.51.224,D9549397
T105868,2023-06-04T17:04:00.900759,ACC773364,ACC837851,33.66,transfer,other,Berlin,mobile,FALSE,,,-1.02,14,0.81,wire_transfer,60.25.130.227,D7117880
T105869,2023-06-28T08:11:53.087247,ACC303521,ACC178546,27.07,transfer,utilities,New York,mobile,FALSE,,,-1.57,3,0.11,UPI,200.170.96.179,D3335346
T105870,2023-06-14T07:38:29.653537,ACC799896,ACC249927,0.01,withdrawal,other,Toronto,atm,FALSE,,,0.44,6,0.72,wire_transfer,144.142.251.29,D4583765
T105871,2023-04-14T04:00:08.765585,ACC408747,ACC771079,34.74,transfer,grocery,Dubai,mobile,FALSE,,,0.3,13,0.66,ACH,198.205.88.31,D7104158
T105872,2023-06-15T06:45:58.640462,ACC117951,ACC954977,41.1,transfer,entertainment,Singapore,pos,FALSE,,,0.12,6,0.91,UPI,35.194.59.101,D2724586
T105873,2023-05-22T09:33:34.932060,ACC771504,ACC685098,844.14,deposit,utilities,New York,mobile,FALSE,,,-1.6,17,0.37,UPI,216.196.169.233,D3621537
T105874,2023-01-14T21:53:08.422068,ACC840618,ACC191392,142.46,withdrawal,retail,London,web,FALSE,,,-0.32,5,0.32,ACH,217.2.48.105,D5026596
T105875,2023-12-19T17:42:41.960093,ACC892230,ACC483679,242.86,withdrawal,online,London,mobile,FALSE,,,-0.75,15,0.82,UPI,242.147.211.231,D2391845
T105876,2023-11-14T05:01:11.731921,ACC836445,ACC372734,44.52,payment,travel,Tokyo,atm,FALSE,,,-0.26,16,0.06,card,19.54.41.58,D7835337
T105877,2023-09-24T16:09:41.812262,ACC933591,ACC599013,49.58,payment,restaurant,Sydney,pos,FALSE,,,-0.7,18,0.3,ACH,20.202.53.197,D4447461
T105878,2023-09-25T14:29:09.786584,ACC921804,ACC876020,189.53,withdrawal,online,Singapore,pos,FALSE,,,-0.71,6,0.92,wire_transfer,183.130.8.237,D2855437
T105879,2023-04-20T17:24:05.804401,ACC715982,ACC870218,1391.39,deposit,travel,Dubai,web,FALSE,,,-1.67,12,0.9,card,121.76.115.51,D6226975
T105880,2023-12-10T01:09:18.787869,ACC104316,ACC402166,21.89,payment,other,London,atm,FALSE,,,0.54,14,0.43,UPI,229.38.164.188,D7234448
T105881,2023-05-26T02:11:19.890711,ACC373315,ACC796845,125.67,payment,other,Dubai,atm,FALSE,,,0.34,2,0.34,wire_transfer,223.26.175.236,D3241630
T105882,2023-03-22T04:47:33.770503,ACC397100,ACC601379,42.19,transfer,utilities,New York,web,FALSE,,,-1.04,3,0.7,card,223.80.102.165,D2785246
T105883,2023-02-12T21:12:19.326336,ACC901977,ACC637431,278.29,withdrawal,entertainment,Tokyo,atm,FALSE,,,0.13,11,0.53,wire_transfer,163.92.227.235,D2883318
T105884,2023-11-05T20:19:17.014406,ACC178938,ACC464238,967.61,deposit,other,Dubai,pos,FALSE,,,0.07,3,0.22,ACH,101.90.234.180,D3336203
T105885,2023-03-23T04:32:37.467169,ACC797922,ACC747233,41.83,transfer,retail,Berlin,mobile,FALSE,,,0.94,18,0.97,UPI,237.160.32.153,D7086701
T105886,2023-04-01T19:29:29.130711,ACC940914,ACC684579,26.65,transfer,entertainment,Berlin,pos,FALSE,,,-0.01,19,0.51,UPI,211.123.215.236,D5263984
T105887,2023-03-22T09:15:39.586477,ACC436601,ACC785274,10.74,transfer,online,Sydney,web,FALSE,,,1.11,8,0.07,ACH,149.21.33.237,D4004808
T105888,2023-02-20T13:34:23.280901,ACC640710,ACC161699,0.01,withdrawal,other,Tokyo,pos,FALSE,,,-1.62,6,0.21,card,209.151.172.198,D2515025
T105889,2023-06-20T20:44:54.904823,ACC985599,ACC628962,16.15,transfer,retail,London,web,FALSE,,,-1.34,14,0.13,UPI,28.218.108.102,D7746925
T105890,2023-10-19T18:33:47.830805,ACC524976,ACC138657,587.38,withdrawal,other,Toronto,atm,FALSE,,,-0.05,8,0.73,wire_transfer,255.13.163.126,D1606273
T105891,2023-12-05T07:24:25.012636,ACC674496,ACC789468,1084.71,deposit,online,Toronto,pos,FALSE,,,0.55,5,0.21,UPI,234.147.159.175,D9421012
T105892,2023-03-15T20:37:17.718036,ACC467966,ACC201569,377.85,withdrawal,entertainment,New York,pos,FALSE,,,0.94,15,0.66,ACH,44.177.95.39,D9819068
T105893,2023-02-13T23:25:59.257422,ACC987182,ACC972369,0.56,payment,other,Toronto,web,FALSE,,,-0.53,15,0.28,wire_transfer,135.43.183.239,D5237875
T105894,2023-12-10T19:48:07.966835,ACC113686,ACC625179,110.32,payment,online,Berlin,mobile,FALSE,,,-0.25,20,0.67,UPI,116.174.118.208,D3041838
T105895,2023-12-26T18:31:47.048213,ACC358112,ACC657894,52.07,payment,grocery,Singapore,mobile,FALSE,,,-1.2,9,0.3,UPI,204.14.72.28,D1677355
T105896,2023-10-17T10:03:48.547907,ACC356383,ACC222785,197.16,payment,grocery,New York,mobile,FALSE,,,0.9,13,0.37,UPI,33.148.229.200,D7109811
T105897,2023-09-09T04:48:32.303372,ACC100567,ACC848960,1279.32,deposit,other,Sydney,web,FALSE,,,-1.91,15,0.58,ACH,176.242.14.132,D9065116
T105898,2023-01-21T19:53:05.972690,ACC696064,ACC567074,3.4,payment,retail,New York,atm,FALSE,,,0.51,15,0.74,ACH,191.165.118.149,D3070361
T105899,2023-01-21T07:48:53.900774,ACC420066,ACC335429,1749.94,deposit,utilities,Tokyo,mobile,FALSE,,,-1.4,9,0.03,card,43.143.56.205,D6067519
T105900,2023-03-10T10:57:57.882205,ACC486485,ACC715904,55.92,payment,retail,Toronto,web,FALSE,,,0.27,6,0.3,UPI,251.165.146.84,D5853397
T105901,2023-07-09T15:52:04.154357,ACC218678,ACC260377,33.1,payment,utilities,Sydney,web,FALSE,,,-1.83,15,0.15,UPI,109.244.47.149,D1518434
T105902,2023-07-06T19:56:34.150721,ACC841990,ACC526796,6.23,payment,utilities,London,web,FALSE,,,1.37,10,0.82,card,15.35.153.6,D2724026
T105903,2023-05-02T19:06:05.831310,ACC863576,ACC937186,13,transfer,retail,Berlin,mobile,FALSE,,,1.07,13,0.63,card,135.199.129.51,D9350446
T105904,2023-11-07T01:09:11.622861,ACC804285,ACC309974,80.02,transfer,retail,Sydney,atm,FALSE,,,-0.59,13,0.53,UPI,33.50.13.148,D2211439
T105905,2023-04-04T06:51:30.030952,ACC181492,ACC573493,34.36,transfer,retail,Dubai,atm,FALSE,,,0.11,7,0.35,UPI,43.42.146.5,D2603663
T105906,2023-08-08T12:46:50.817532,ACC972580,ACC418489,21.61,transfer,utilities,Berlin,mobile,FALSE,,,-0.81,12,0.93,ACH,40.239.155.121,D7905891
T105907,2023-05-04T18:14:35.548074,ACC243619,ACC356066,53.09,withdrawal,other,Berlin,web,FALSE,,,-1.04,20,0.12,UPI,5.93.175.22,D3199482
T105908,2023-09-25T03:25:34.062160,ACC548661,ACC514871,26.19,transfer,entertainment,Tokyo,pos,FALSE,,,0.31,4,0.15,wire_transfer,75.130.111.7,D5410214
T105909,2023-07-31T18:16:46.490329,ACC500608,ACC631371,50.98,transfer,online,Sydney,atm,FALSE,,,-0.35,7,0.13,card,89.29.247.36,D1657033
T105910,2023-07-18T05:27:26.093410,ACC255013,ACC469434,129.93,payment,restaurant,Tokyo,atm,FALSE,,,0.52,2,0.83,card,32.66.79.88,D2242685
T105911,2023-12-22T01:41:51.954697,ACC516542,ACC422125,32.66,transfer,other,Dubai,atm,FALSE,,,-0.77,15,0.86,card,40.138.49.30,D9511298
T105912,2023-08-17T23:48:36.231028,ACC608409,ACC665128,289.15,withdrawal,grocery,Dubai,mobile,FALSE,,,-0.45,10,0.68,wire_transfer,161.73.152.116,D7725630
T105913,2023-07-06T07:43:49.783927,ACC612051,ACC157726,581.26,withdrawal,other,Singapore,mobile,FALSE,,4143.702563,0.61,1,0.54,card,170.99.92.58,D8988129
T105914,2023-05-11T04:12:39.328765,ACC173064,ACC400728,36.64,payment,restaurant,Sydney,pos,FALSE,,,-1.45,18,0.14,card,53.149.187.228,D8304120
T105915,2023-02-13T05:09:09.366968,ACC155979,ACC258888,195.79,withdrawal,restaurant,London,atm,FALSE,,,0.04,13,0.28,wire_transfer,152.44.115.85,D8136872
T105916,2023-08-10T03:39:03.562646,ACC165631,ACC607246,0.01,withdrawal,entertainment,Toronto,pos,FALSE,,,1.14,3,0.65,wire_transfer,229.18.56.194,D5049683
T105917,2023-08-10T03:42:36.482530,ACC330527,ACC961141,17.53,payment,online,Toronto,mobile,FALSE,,,-0.17,5,0.66,card,241.156.229.105,D2155735
T105918,2023-08-09T23:35:58.040994,ACC401760,ACC124629,57.23,payment,entertainment,London,atm,FALSE,,,-1.04,8,0.75,ACH,44.185.172.206,D6606192
T105919,2023-10-05T14:23:50.204927,ACC571161,ACC857707,578.03,deposit,other,Toronto,web,FALSE,,,-2.29,3,0.86,UPI,80.93.20.225,D9422709
T105920,2023-11-08T10:35:08.265675,ACC962920,ACC332791,1264.1,deposit,other,Tokyo,web,FALSE,,,-0.9,9,0.79,card,2.79.219.116,D5734856
T105921,2023-08-20T03:59:04.185102,ACC956490,ACC143975,133.46,payment,retail,Toronto,mobile,FALSE,,,0.25,3,0.17,wire_transfer,19.115.62.161,D6397037
T105922,2023-03-18T07:33:00.933817,ACC215740,ACC495716,708.28,deposit,restaurant,Berlin,mobile,FALSE,,,0.57,6,0.21,ACH,245.209.156.136,D4398063
T105923,2023-08-17T03:17:52.563914,ACC930188,ACC196922,566.98,withdrawal,retail,Tokyo,web,FALSE,,,0.17,4,0.49,UPI,24.112.186.144,D9637978
T105924,2023-01-03T12:46:20.368291,ACC708740,ACC754957,294.74,withdrawal,travel,Dubai,atm,FALSE,,,-0.24,11,0.68,card,11.156.112.185,D4041981
T105925,2023-07-10T07:48:09.120071,ACC191566,ACC378336,850.51,deposit,utilities,Tokyo,pos,FALSE,,,0.03,10,0.25,card,53.224.96.19,D4158704
T105926,2023-02-17T11:30:23.820742,ACC228448,ACC150348,710.08,withdrawal,other,London,web,FALSE,,,-0.67,13,0.2,wire_transfer,249.77.108.36,D4073084
T105927,2023-12-01T06:47:27.860963,ACC543293,ACC631771,384.06,withdrawal,other,Toronto,pos,FALSE,,,0.56,10,0.49,UPI,37.144.130.224,D5700382
T105928,2023-10-04T12:32:23.081203,ACC880111,ACC272638,345.73,withdrawal,other,Dubai,mobile,FALSE,,,-1.95,8,0.26,card,115.107.253.7,D5492437
T105929,2023-07-15T06:43:13.058105,ACC569045,ACC819254,686.47,withdrawal,utilities,London,web,FALSE,,,0.03,17,0.76,ACH,108.161.46.72,D1091941
T105930,2023-08-25T08:06:24.087851,ACC927476,ACC811077,492.15,withdrawal,restaurant,Dubai,web,FALSE,,,-0.56,6,0.12,wire_transfer,216.13.30.236,D4297339
T105931,2023-08-01T13:53:56.084433,ACC690251,ACC779626,1607.7,deposit,online,Tokyo,pos,FALSE,,,1.65,1,0.87,card,246.201.88.170,D7836846
T105932,2023-03-07T13:38:37.223016,ACC393402,ACC729355,360.56,withdrawal,online,London,atm,FALSE,,,-0.85,17,0.41,ACH,252.173.195.109,D7664648
T105933,2023-03-17T03:38:59.659497,ACC361686,ACC189253,331.96,withdrawal,utilities,Berlin,web,FALSE,,,1.06,13,0.39,wire_transfer,98.248.124.68,D3733313
T105934,2023-12-21T18:08:46.195299,ACC792483,ACC219893,19.65,transfer,restaurant,New York,pos,FALSE,,,-1.62,1,0.84,UPI,213.19.122.73,D2907561
T105935,2023-04-23T05:19:49.434590,ACC520899,ACC434405,25.15,transfer,grocery,Dubai,mobile,FALSE,,,2.13,11,0.17,UPI,242.82.29.155,D5132198
T105936,2023-12-25T20:39:55.151331,ACC180121,ACC407162,1771.05,deposit,entertainment,London,atm,FALSE,,,-0.52,9,0.84,wire_transfer,185.243.234.76,D1818127
T105937,2023-01-02T06:41:51.926862,ACC981343,ACC491717,789.11,deposit,retail,Sydney,atm,FALSE,,,0.9,9,0.15,wire_transfer,171.93.109.47,D6458482
T105938,2023-07-17T11:31:33.958638,ACC645992,ACC303243,249.13,withdrawal,entertainment,Sydney,web,FALSE,,,-0.57,13,0.42,wire_transfer,32.212.15.38,D1532099
T105939,2023-06-21T07:20:49.682413,ACC809740,ACC860681,12.23,transfer,retail,Toronto,atm,FALSE,,,-0.38,12,0.9,card,183.207.32.165,D8890761
T105940,2023-03-10T08:40:42.598608,ACC908958,ACC936423,39.6,payment,grocery,New York,web,FALSE,,,-0.52,16,0.68,UPI,160.142.115.167,D4183733
T105941,2023-11-08T16:27:43.522514,ACC438158,ACC310695,336.78,withdrawal,grocery,Berlin,web,FALSE,,,-1.38,11,0.65,UPI,95.242.209.63,D6889759
T105942,2023-01-06T12:09:57.749095,ACC658782,ACC625493,32.32,transfer,retail,New York,web,FALSE,,,0.84,12,0.92,card,71.26.235.74,D9385165
T105943,2023-03-30T19:58:30.892207,ACC552573,ACC563602,34.83,transfer,entertainment,New York,atm,FALSE,,,-0.69,19,0.11,UPI,16.98.1.44,D4954377
T105944,2023-06-22T10:28:13.501824,ACC991006,ACC275987,438.16,withdrawal,other,New York,mobile,FALSE,,,1.53,14,0.83,card,235.113.175.145,D5196914
T105945,2023-09-06T03:55:24.071882,ACC351641,ACC585288,307.47,withdrawal,restaurant,Sydney,atm,FALSE,,,2.12,19,0.14,card,72.170.16.89,D9053639
T105946,2023-12-04T20:50:49.971310,ACC823075,ACC724568,8.33,transfer,retail,Dubai,mobile,FALSE,,,-1.64,8,0.46,UPI,22.116.101.197,D9271912
T105947,2023-09-22T22:06:11.057032,ACC202676,ACC282827,121.8,withdrawal,utilities,Singapore,web,FALSE,,,0.55,6,0.04,ACH,28.238.190.11,D7094698
T105948,2023-10-20T22:27:52.858525,ACC159352,ACC240773,0.37,payment,online,New York,pos,FALSE,,,1.32,2,0.46,card,43.82.40.204,D1422184
T105949,2023-12-20T00:16:59.360979,ACC929208,ACC849438,1768.32,deposit,travel,Tokyo,pos,FALSE,,,-0.41,2,0.04,wire_transfer,33.185.194.101,D6184401
T105950,2023-03-17T16:21:42.334424,ACC205294,ACC949848,1019.35,deposit,utilities,Toronto,mobile,FALSE,,,-1.7,20,0.15,ACH,252.133.196.49,D8090283
T105951,2023-02-25T14:36:08.758006,ACC555647,ACC644078,269.09,withdrawal,other,London,atm,FALSE,,,-1.07,3,0.81,UPI,137.10.207.86,D5998553
T105952,2023-11-02T08:25:38.144424,ACC216060,ACC250107,216.28,withdrawal,restaurant,London,pos,FALSE,,,-0.47,5,0.31,ACH,147.98.233.198,D4191962
T105953,2023-12-07T00:45:36.427397,ACC312151,ACC181836,1665.81,deposit,restaurant,Toronto,pos,FALSE,,,0.76,10,0.98,card,43.252.202.177,D5974389
T105954,2023-08-30T18:13:30.346134,ACC416636,ACC172016,32.92,payment,other,Singapore,atm,FALSE,,,0.12,18,0.94,ACH,138.235.23.91,D8191165
T105955,2023-01-11T14:59:13.886496,ACC674048,ACC146556,12.6,transfer,other,Sydney,web,FALSE,,,1.05,19,0.64,UPI,147.195.30.185,D5821225
T105956,2023-10-03T05:16:16.131124,ACC518632,ACC340589,18.66,transfer,grocery,London,atm,FALSE,,,0.62,17,0.43,ACH,245.237.84.191,D4638907
T105957,2023-12-29T07:27:59.517848,ACC774400,ACC984042,212.73,withdrawal,travel,Sydney,pos,FALSE,,,0.18,17,0.35,UPI,72.206.248.115,D1266277
T105958,2023-09-25T10:29:37.666843,ACC551427,ACC717198,36.54,transfer,utilities,Berlin,pos,FALSE,,,0.56,11,0.17,wire_transfer,138.16.29.113,D7035695
T105959,2023-03-21T13:29:25.172506,ACC379212,ACC398436,15.88,transfer,other,Dubai,web,FALSE,,,0.15,11,0.09,ACH,203.19.255.245,D4152841
T105960,2023-07-10T20:40:19.548998,ACC576547,ACC300739,13.41,payment,online,Dubai,pos,FALSE,,,-2.01,15,0.95,card,98.94.6.74,D4890933
T105961,2023-10-10T02:49:30.236592,ACC853072,ACC531767,50.79,payment,other,Tokyo,web,FALSE,,,-1.52,13,0.87,UPI,75.114.81.109,D3809560
T105962,2023-11-07T10:40:35.683416,ACC106897,ACC583467,12.11,transfer,online,London,mobile,FALSE,,,-0.5,10,0.87,wire_transfer,226.197.211.51,D1637717
T105963,2023-02-08T11:17:07.293991,ACC282328,ACC179854,985.79,deposit,utilities,New York,web,FALSE,,,1.01,12,0.05,wire_transfer,2.157.205.248,D1863951
T105964,2023-07-10T20:38:02.532026,ACC556122,ACC822298,916.19,deposit,online,Tokyo,web,FALSE,,,-1.36,2,0.74,ACH,206.47.221.223,D6888365
T105965,2023-03-20T18:55:00.556591,ACC331486,ACC289200,12.94,transfer,retail,Dubai,atm,FALSE,,,0.45,1,0.03,UPI,46.189.181.60,D7683417
